Date,Title,Price,Shipping,Condition,Link,Location,Seller,Feedback,FBScore
2020-03-08 17:39:00,Nintendo Switch Console - Animal Crossing Special Edition *CONFIRMED PREORDER*,405.0,25.0,Brand New,https://www.ebay.com/itm/Nintendo-Switch-Console-Animal-Crossing-Special-Edition-CONFIRMED-PREORDER-/283807610403?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Houston', 'Texas', 'United States']", hybridemblem,425.0,100.0
2020-03-08 17:23:00,Animal Crossing New Horizon Nintendo Switch Console - Limited Edition Preorder,409.99,20.8,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizon-Nintendo-Switch-Console-Limited-Edition-Preorder/254533566397?hash=item3b4361ffbd:g:uS0AAOSw409eYyCi,"['Austin', 'Texas', 'United States']", ethache-18,13.0,91.7
2020-03-08 17:00:00,Nintendo Switch Game Console with Neon Blue/Red JoyCons,242.18,25.0,Refurbished,https://www.ebay.com/itm/Nintendo-Switch-Game-Console-with-Neon-Blue-Red-JoyCons-/392711696603?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Toronto', 'STATE', 'Canada']", hyperion_tech_sales,14.0,100.0
2020-03-08 16:29:00,BRAND NEW Nintendo Switch Mario Kart 8 Console System Bundled with 3 TOTAL Games,399.95,0.0,Brand New,https://www.ebay.com/itm/BRAND-NEW-Nintendo-Switch-Mario-Kart-8-Console-System-Bundled-with-3-TOTAL-Games-/124055556513?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Whittier', 'California', 'United States']", naska_5414,48.0,100.0
2020-03-08 15:59:00,"Nintendo Switch 32GB, Wireless Pro Controller, Headset, Case, Zelda + more games",356.0,15.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Wireless-Pro-Controller-Headset-Case-Zelda-more-games/324089580713?hash=item4b753e8ca9:g:VvcAAOSwsi9eXDgK,"['Fanwood', 'New Jersey', 'United States']", rubimemphis,118.0,100.0
2020-03-08 15:59:00,Animal Crossing New Horizon Nintendo Switch Console - Limited Edition Preorder,455.55,0.0,Brand New,https://www.ebay.com/itm/Animal-Crossing-New-Horizon-Nintendo-Switch-Console-Limited-Edition-Preorder/333537991359?hash=item4da869dabf:g:~qkAAOSwIYteYy-9,"['Wichita Falls', 'Texas', 'United States']", legendary.loot,115.0,100.0
2020-03-08 15:47:00,"Nintendo Switch - Dock + Case & CFW, 30+ Games, and more!",450.0,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Dock-Case-CFW-30-Games-and-more/313022181897?hash=item48e1937209:g:gpEAAOSwz8teZTHu,"['Windsor', 'Wisconsin', 'United States']", vintagegamesntech,124.0,98.7
2020-03-08 14:06:00,PREORDER Animal Crossing New Horizon Special Edition Nintendo Switch Console,424.99,15.05,Brand New,https://www.ebay.com/itm/PREORDER-Animal-Crossing-New-Horizon-Special-Edition-Nintendo-Switch-Console-/164115265172?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Hawthorne', 'California', 'United States']", giganticfeet,16.0,100.0
2020-03-08 12:55:00,Nintendo Switch 32GB Console Tablet ONLY  NO Accessories  mint condition,156.45,16.1,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-32GB-Console-Tablet-ONLY-NO-Accessories-mint-condition/392719116599?hash=item5b6fe22937:g:pbYAAOSw8QReZFjE,"['Scarborough', 'Ontario', 'Canada']", surplusretro,19.0,100.0
2020-03-08 12:02:00,ANIMAL CROSSING NEW HORIZONS | Special Edition Nintendo Switch Console PRE-ORDER,449.99,0.0,Brand New,https://www.ebay.com/itm/ANIMAL-CROSSING-NEW-HORIZONS-Special-Edition-Nintendo-Switch-Console-PRE-ORDER-/324096496425?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Vancouver', 'Washington', 'United States']", jdmathews,368.0,100.0
2020-03-08 11:56:00,Nintendo Switch Console Only XAW4000160XXXX,199.99,0.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-Only-XAW4000160XXXX-/164103610598?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Heber City', 'Utah', 'United States']", tech1shop,2054.0,99.4
2020-03-08 10:55:00,Nintendo Switch HAC-001(-01) 32GB Console with Red & Blue Joy-con,255.0,0.0,Open Box,https://www.ebay.com/itm/Nintendo-Switch-HAC-001-01-32GB-Console-with-Red-Blue-Joy-con/223940179485?epid=25019669997&amp;hash=item3423dff61d:g:mqQAAOSwhtNeXcde,"['Layton', 'Utah', 'United States']", agentj112jason,141.0,100.0
2020-03-08 09:55:00,Nintendo Switch Console Neon Blue and Neon Red Joy‑Con HAC-001,260.0,26.7,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Console-Neon-Blue-and-Neon-Red-Joy-Con-HAC-001/223937299647?hash=item3423b404bf:g:L58AAOSwITVeXquF,"['Newtown', 'Connecticut', 'United States']", rick.monteiro,49.0,100.0
2020-03-08 09:10:00,"Nintendo Switch Console, Animal Crossing: New Horizons and Case Bundle CONFIRMED",510.0,26.7,Brand New,https://www.ebay.com/itm/Nintendo-Switch-Console-Animal-Crossing-New-Horizons-and-Case-Bundle-CONFIRMED/164111838254?hash=item2635d3ec2e:g:clkAAOSwq15eVbCM,"['Winfield', 'Illinois', 'United States']", seaa314,21.0,100.0
2020-03-08 05:06:00,"Nintendo Switch Fortnite Edition with Neon Blue and Neon Red Joy‑Con, Dock, NBA ",227.5,10.0,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Fortnite-Edition-with-Neon-Blue-and-Neon-Red-Joy-Con-Dock-NBA-/184198690316?_trksid=p2349526.m4383.l10137.c10&nordt=true&rt=nc&orig_cvip=true,"['Webster', 'New York', 'United States']", juskozl8,1.0,100.0
2020-03-07 16:56:00,Nintendo Switch 32GB Console with Neon Red and Neon Blue Joy-Con Brand New,266.0,20.07,Brand New,https://www.ebay.com/itm/Nintendo-Switch-32GB-Console-with-Neon-Red-and-Neon-Blue-Joy-Con-Brand-New/143544507257?hash=item216beb5b79:g:a20AAOSw4mNeWweZ,"['Rolling Meadows', 'Illinois', 'United States']", alexfilo_0,5.0,100.0
2020-03-07 13:31:00,Nintendo Switch Neon Red and Neon Blue Joy-Con Console + pro controller,295.0,26.7,Pre-Owned,https://www.ebay.com/itm/Nintendo-Switch-Neon-Red-and-Neon-Blue-Joy-Con-Console-pro-controller/274291320467?hash=item3fdd096693:g:BqIAAOSw2j5eWtZU,"['Valencia', 'Pennsylvania', 'United States']", wotusr,41.0,100.0
